,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
3136,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.59,20.0,146.6,4.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3137,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.59,20.0,146.6,4.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3138,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.59,20.0,146.6,4.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3139,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.59,20.0,146.6,4.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3140,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.59,20.0,146.6,4.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3141,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3142,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3143,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3144,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3145,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3146,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3147,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3148,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3149,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3150,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3151,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3152,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3153,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3154,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3155,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3156,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3157,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3158,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3159,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3160,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3161,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3162,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3163,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3164,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3165,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3166,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,15.0,146.38,0.40667,146.53,51.49348,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0
3167,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.8,50.0,146.82,500.0,146.9,50.0,146.93,80.0,147.0,47.102162,147.02,50.0,147.1,50.0
3168,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.02,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0
3169,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.02,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0
3170,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.02,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0
3171,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.02,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0
3172,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.02,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0
3173,145.22,0.170431,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.02,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0
3174,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3175,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.53,49.306409,146.6,4.0,146.63,20.0,146.82,500.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3176,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.53,1.509609,146.63,20.0,146.82,500.0,147.1,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3177,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.94,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.53,1.509609,146.63,20.0,146.82,500.0,147.1,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3178,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.63,20.0,146.87,500.0,147.1,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3179,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.63,20.0,146.87,500.0,147.1,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3180,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.63,20.0,146.87,500.0,147.1,50.0,147.27,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3181,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.87,500.0,147.99,1600.0,148.0,133.926356,148.1,10.0,148.37,13.07,148.77,80.0,148.78,0.13705,149.0,163.022497
3182,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.87,500.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705
3183,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.87,500.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705
3184,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3185,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3186,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3187,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3188,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3189,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.22,20.0,146.27,47.7906,146.37,19.0,146.62,4.0,146.69,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3190,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.17,47.8338,146.29,20.0,146.37,19.0,146.62,4.0,146.63,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3191,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.17,47.8338,146.29,20.0,146.37,19.0,146.62,4.0,146.63,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3192,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.17,47.8338,146.29,20.0,146.37,19.0,146.62,4.0,146.63,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3193,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.17,47.8338,146.29,20.0,146.37,19.0,146.62,4.0,146.63,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3194,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.17,47.8338,146.29,20.0,146.37,19.0,146.62,4.0,146.63,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3195,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.05,500.0,146.17,47.8338,146.29,20.0,146.37,15.0,146.62,4.0,146.63,20.0,146.93,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3196,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3197,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3198,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3199,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3200,145.42,1.0,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3201,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.38,1600.0,147.39,99.3,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3202,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.38,1600.0,147.39,99.3,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3203,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.38,1600.0,147.39,99.3,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3204,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3205,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.63,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3206,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.69,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3207,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,145.99,500.0,146.0,82.19178,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.69,20.0,146.87,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3208,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.69,20.0,146.92,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3209,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.17,47.8338,146.29,20.0,146.37,15.0,146.38,4.0,146.62,4.0,146.73,20.0,146.92,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3210,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.73,20.0,146.92,500.0,147.16,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705
3211,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.73,20.0,146.92,500.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705,149.0,163.022497
3212,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.73,20.0,146.92,500.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705,149.0,163.022497
3213,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.72,4.0,146.73,20.0,146.92,500.0,147.06,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3214,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.72,4.0,146.73,20.0,146.92,500.0,147.06,50.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07
3215,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.72,4.0,146.73,20.0,146.92,500.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705
3216,145.5,316.151202,145.51,80.0,145.72,3.396925,145.75,0.171526,146.0,82.19178,146.04,500.0,146.29,20.0,146.31,47.7919,146.37,15.0,146.38,4.0,146.72,4.0,146.73,20.0,146.92,500.0,147.39,99.3,147.99,1600.0,148.0,133.926356,148.1,10.0,148.36,80.0,148.37,13.07,148.78,0.13705
